"한국표준직업분류6차","학력별","성별","연령","시점","평균연령[세]","평균근속년수[년]","근로일수[일]","총근로시간[시간]","소정실근로시간[시간]","초과근로시간[시간]","휴일근로시간[시간]","월임금총액[천원]","월급여액[천원]","정액급여[천원]","초과급여[천원]","전년도연간특별급여/12개월[천원]","연간특별급여[천원]","근로자수[명]",
"서비스 종사자(4)","대졸이상","남","계","2012 년","35.9","4.7","21.5","189.3","173.2","16.1","-","2705","2307","2130","177","399","4783","26038",
"서비스 종사자(4)","대졸이상","남","계","2013 년","39.7","6.8","20.8","179.1","165.8","13.3","-","3093","2563","2377","186","531","6367","27052",
"서비스 종사자(4)","대졸이상","남","계","2014 년","36.9","4.8","21.3","183.6","168.5","15.1","-","2835","2467","2254","213","368","4410","26058",
"서비스 종사자(4)","대졸이상","남","계","2015 년","36.6","4","21.9","207.6","201.1","6.5","3.7","2683","2449","2281","168","234","2806","29708",
"서비스 종사자(4)","대졸이상","남","계","2016 년","37.3","5.1","21.8","190","174.3","15.7","4.3","2826","2537","2304","232","290","3474","26967",
"서비스 종사자(4)","대졸이상","남","계","2017 년","36.7","4.7","21.9","187.1","174","13.1","3.3","2835","2601","2373","228","234","2805","37373",
"서비스 종사자(4)","대졸이상","남","계","2018 년","37.3","5.1","21.3","179.8","166.7","13.1","4.8","3063","2796","2542","254","267","3204","32589",
"서비스 종사자(4)","대졸이상","남","계","2019 년","37.5","4.9","20.9","175.9","163.9","12","3.1","2985","2744","2501","242","242","2902","35108",
"서비스 종사자(4)","대졸이상","남","~ 19세","2012 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","남","~ 19세","2013 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","남","~ 19세","2014 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","남","~ 19세","2015 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","남","~ 19세","2016 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","남","~ 19세","2017 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","남","~ 19세","2018 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","남","~ 19세","2019 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","남","20 ~ 24","2012 년","23.2",".7","21.3","182.9","172.5","10.4","-","1590","1568","1480","89","21","254","947",
"서비스 종사자(4)","대졸이상","남","20 ~ 24","2013 년","23.4",".7","22.2","197.1","178","19.1","-","1492","1471","1252","219","21","247","1063",
"서비스 종사자(4)","대졸이상","남","20 ~ 24","2014 년","23.1",".8","20.2","165.5","154.6","11","-","1644","1598","1487","111","46","552","1529",
"서비스 종사자(4)","대졸이상","남","20 ~ 24","2015 년","23.2",".7","21.2","188.7","186.4","2.4","1.2","1588","1569","1490","79","19","226","1663",
"서비스 종사자(4)","대졸이상","남","20 ~ 24","2016 년","23.6",".8","19.3","166.7","156.9","9.8","4","1714","1693","1567","126","21","248","1503",
"서비스 종사자(4)","대졸이상","남","20 ~ 24","2017 년","23.4",".6","22.2","185.8","172.5","13.3","2.3","1954","1930","1764","165","25","295","1927",
"서비스 종사자(4)","대졸이상","남","20 ~ 24","2018 년","23.4",".7","21.4","175.9","168","8","2.7","2032","2005","1882","123","27","327","1863",
"서비스 종사자(4)","대졸이상","남","20 ~ 24","2019 년","23.4","1.1","19.2","150.3","140.2","10","2","1970","1942","1787","155","27","327","1238",
"서비스 종사자(4)","대졸이상","남","25 ~ 29","2012 년","27.3","1.8","21.9","196.4","176.2","20.2","-","2032","1867","1672","195","165","1977","5956",
"서비스 종사자(4)","대졸이상","남","25 ~ 29","2013 년","27.2","1.3","21.6","195.6","178","17.6","-","2075","1907","1706","201","168","2015","5249",
"서비스 종사자(4)","대졸이상","남","25 ~ 29","2014 년","27.1","1.4","21.4","186.1","169.5","16.7","-","2154","2033","1850","183","121","1456","5633",
"서비스 종사자(4)","대졸이상","남","25 ~ 29","2015 년","27","1.5","22","209.3","202","7.3","3.7","2115","2015","1860","155","99","1192","7095",
"서비스 종사자(4)","대졸이상","남","25 ~ 29","2016 년","27.2","1.5","21.7","191.6","177.3","14.3","3.9","2223","2144","1958","186","79","948","6262",
"서비스 종사자(4)","대졸이상","남","25 ~ 29","2017 년","27.1","1.5","22","190.4","178","12.3","2.9","2237","2167","1983","184","70","839","9376",
"서비스 종사자(4)","대졸이상","남","25 ~ 29","2018 년","27","1.3","21.2","178.8","167","11.8","4.5","2254","2166","1969","197","87","1048","7567",
"서비스 종사자(4)","대졸이상","남","25 ~ 29","2019 년","27.1","1.8","20.8","170.3","159.1","11.2","2.6","2354","2253","2071","182","101","1209","8274",
"서비스 종사자(4)","대졸이상","남","30 ~ 34","2012 년","32","3.2","21.8","189.4","175.6","13.8","-","2526","2216","2070","146","310","3724","7182",
"서비스 종사자(4)","대졸이상","남","30 ~ 34","2013 년","31.7","2.9","21.7","198.7","178.5","20.1","-","2543","2234","1973","261","309","3710","5093",
"서비스 종사자(4)","대졸이상","남","30 ~ 34","2014 년","31.8","3.1","21.3","194.6","178","16.7","-","2787","2493","2284","209","294","3528","6004",
"서비스 종사자(4)","대졸이상","남","30 ~ 34","2015 년","32.1","2.8","22.2","216","209.3","6.6","3.7","2662","2452","2300","152","211","2529","6593",
"서비스 종사자(4)","대졸이상","남","30 ~ 34","2016 년","31.9","3.3","21.9","195.4","178.7","16.7","4.3","2679","2465","2229","236","214","2572","5734",
"서비스 종사자(4)","대졸이상","남","30 ~ 34","2017 년","32","3.3","22","189.9","175.9","14","2.9","2804","2585","2355","230","219","2629","7504",
"서비스 종사자(4)","대졸이상","남","30 ~ 34","2018 년","31.9","3.1","21.2","182.1","166.3","15.8","5.8","2803","2578","2319","259","225","2698","6350",
"서비스 종사자(4)","대졸이상","남","30 ~ 34","2019 년","31.9","3.2","20.8","174.9","163.8","11.1","2.5","2757","2555","2349","206","202","2420","7135",
"서비스 종사자(4)","대졸이상","남","35 ~ 39","2012 년","36.9","5.9","20.9","184.7","167.8","16.9","-","3206","2583","2398","185","623","7481","4577",
"서비스 종사자(4)","대졸이상","남","35 ~ 39","2013 년","37","4.7","22.3","189","177.6","11.3","-","2709","2343","2144","199","366","4388","4562",
"서비스 종사자(4)","대졸이상","남","35 ~ 39","2014 년","37","6.4","21.5","179","162.9","16.1","-","3445","2802","2521","281","643","7719","3537",
"서비스 종사자(4)","대졸이상","남","35 ~ 39","2015 년","36.8","4.4","21.8","211.8","205.7","6.1","3.6","2960","2671","2488","183","289","3473","4425",
"서비스 종사자(4)","대졸이상","남","35 ~ 39","2016 년","36.9","5.3","22.3","195.3","177.8","17.5","4.2","3093","2792","2511","281","301","3611","4118",
"서비스 종사자(4)","대졸이상","남","35 ~ 39","2017 년","36.5","5.7","21.7","188.4","174.2","14.2","3.6","3110","2889","2624","265","221","2652","6275",
"서비스 종사자(4)","대졸이상","남","35 ~ 39","2018 년","36.9","5.5","21.2","181.5","166.9","14.5","5.3","3362","3081","2803","278","281","3367","5548",
"서비스 종사자(4)","대졸이상","남","35 ~ 39","2019 년","36.9","6","21.2","183.2","169.4","13.8","4.1","3342","3028","2742","286","314","3769","6195",
"서비스 종사자(4)","대졸이상","남","40 ~ 44","2012 년","41.5","7.5","21.5","190.3","173","17.3","-","3402","2828","2601","227","574","6892","3032",
"서비스 종사자(4)","대졸이상","남","40 ~ 44","2013 년","41.8","6.5","21","185.8","172.8","13","-","3222","2731","2534","196","491","5895","2641",
"서비스 종사자(4)","대졸이상","남","40 ~ 44","2014 년","42","7.5","21.5","189.6","174.2","15.4","-","3529","2935","2665","270","594","7127","3373",
"서비스 종사자(4)","대졸이상","남","40 ~ 44","2015 년","42","6.1","22.2","207.5","198.9","8.6","4.7","3170","2795","2601","193","375","4503","3845",
"서비스 종사자(4)","대졸이상","남","40 ~ 44","2016 년","41.9","7.3","22.6","200.6","181.1","19.5","4.9","3232","2859","2561","298","373","4480","2749",
"서비스 종사자(4)","대졸이상","남","40 ~ 44","2017 년","41.6","6.5","22.2","193.3","179.4","13.9","3.8","3285","2922","2637","285","363","4360","4219",
"서비스 종사자(4)","대졸이상","남","40 ~ 44","2018 년","42","7.8","22","191.9","175","16.8","4.5","3652","3299","2960","339","353","4236","3655",
"서비스 종사자(4)","대졸이상","남","40 ~ 44","2019 년","42.3","7","21.9","192.9","177.8","15.1","3.7","3612","3270","2926","345","342","4100","3822",
"서비스 종사자(4)","대졸이상","남","45 ~ 49","2012 년","46.6","9.4","21","189.8","174.8","15","-","3412","2699","2509","190","713","8553","1779",
"서비스 종사자(4)","대졸이상","남","45 ~ 49","2013 년","47.2","8.5","21.7","190.6","180.1","10.5","-","3461","2903","2692","212","557","6687","1931",
"서비스 종사자(4)","대졸이상","남","45 ~ 49","2014 년","46.6","8.9","21.3","179.9","166.1","13.8","-","3400","2802","2539","263","598","7175","2754",
"서비스 종사자(4)","대졸이상","남","45 ~ 49","2015 년","46.8","7.8","22","206.5","200.8","5.7","3.8","3452","3038","2776","262","413","4958","2405",
"서비스 종사자(4)","대졸이상","남","45 ~ 49","2016 년","46.7","11.3","22.3","193.7","179.1","14.6","4.1","4035","3246","3002","245","789","9470","2543",
"서비스 종사자(4)","대졸이상","남","45 ~ 49","2017 년","46.9","11.3","21.7","184.7","170","14.6","4.9","4263","3597","3272","326","666","7993","2893",
"서비스 종사자(4)","대졸이상","남","45 ~ 49","2018 년","46.8","10.8","21.3","178.8","161.8","17.1","6.1","4367","3767","3382","385","600","7196","2538",
"서비스 종사자(4)","대졸이상","남","45 ~ 49","2019 년","46.8","9.2","21.1","182.2","166.9","15.3","4","3842","3416","3062","354","426","5111","3139",
"서비스 종사자(4)","대졸이상","남","50 ~ 54","2012 년","52.2","11.5","21.6","190.6","173.8","16.8","-","3659","2940","2712","228","719","8631","1360",
"서비스 종사자(4)","대졸이상","남","50 ~ 54","2013 년","51.6","10.8","20.8","191","170.4","20.5","-","3310","2768","2478","290","542","6504","1160",
"서비스 종사자(4)","대졸이상","남","50 ~ 54","2014 년","51.8","9","21.7","173.9","160","14","-","3237","2764","2575","189","473","5679","1712",
"서비스 종사자(4)","대졸이상","남","50 ~ 54","2015 년","51.9","9.9","22.1","199.4","191.8","7.6","4","3485","3044","2828","216","441","5289","1738",
"서비스 종사자(4)","대졸이상","남","50 ~ 54","2016 년","51.8","10.7","22","185.6","166.1","19.5","6.2","3612","3025","2732","293","587","7048","1749",
"서비스 종사자(4)","대졸이상","남","50 ~ 54","2017 년","51.6","9.4","21.6","166.3","156.4","9.9","3.6","3275","2849","2632","217","426","5111","2310",
"서비스 종사자(4)","대졸이상","남","50 ~ 54","2018 년","51.7","12.3","21.7","176.7","165.7","10.9","5.7","4398","3777","3465","312","621","7451","1789",
"서비스 종사자(4)","대졸이상","남","50 ~ 54","2019 년","52","10.2","21.3","182","170.4","11.6","5","3894","3430","3112","318","463","5561","2256",
"서비스 종사자(4)","대졸이상","남","55 ~ 59","2012 년","56.4","7.2","21.8","188.2","177.1","11.1","-","2989","2554","2422","132","435","5224","611",
"서비스 종사자(4)","대졸이상","남","55 ~ 59","2013 년","57.1","21.1","15.6","127.8","125.4","2.4","-","6022","4322","4271","51","1701","20407","4230",
"서비스 종사자(4)","대졸이상","남","55 ~ 59","2014 년","56.5","9.3","20.7","167.1","157","10.2","-","2956","2542","2380","163","414","4969","738",
"서비스 종사자(4)","대졸이상","남","55 ~ 59","2015 년","57","5.4","21.2","210.8","208","2.8","1.6","2992","2730","2611","119","262","3146","1127",
"서비스 종사자(4)","대졸이상","남","55 ~ 59","2016 년","56.3","11.6","21.6","181.6","166.1","15.6","6","3525","2965","2673","291","560","6724","1249",
"서비스 종사자(4)","대졸이상","남","55 ~ 59","2017 년","56.9","8.9","21","174.1","163.3","10.8","5","2821","2503","2282","222","318","3811","1679",
"서비스 종사자(4)","대졸이상","남","55 ~ 59","2018 년","56.6","9.4","21.8","178.9","173.3","5.6","2.7","3364","2973","2762","211","390","4681","1909",
"서비스 종사자(4)","대졸이상","남","55 ~ 59","2019 년","56.8","7.3","20.6","168.6","160.4","8.3","1.6","3273","2954","2740","214","319","3829","1548",
"서비스 종사자(4)","대졸이상","남","60세 ~","2012 년","62.7","3.1","19.5","156.4","147.7","8.8","-","1397","1328","1236","93","69","827","594",
"서비스 종사자(4)","대졸이상","남","60세 ~","2013 년","66","4","23.8","101","97.7","3.3","-","1237","1227","1206","21","10","118","1122",
"서비스 종사자(4)","대졸이상","남","60세 ~","2014 년","66.1","4.3","20.7","161.3","155.4","5.9","-","1702","1680","1634","46","22","267","779",
"서비스 종사자(4)","대졸이상","남","60세 ~","2015 년","64.9","4.7","21.4","159","154.1","4.9","4.9","1818","1766","1705","61","52","621","817",
"서비스 종사자(4)","대졸이상","남","60세 ~","2016 년","65.5","4.3","20.8","143.8","137.6","6.2",".4","1655","1605","1530","74","51","607","1062",
"서비스 종사자(4)","대졸이상","남","60세 ~","2017 년","65.1","2.7","20.4","181.5","171","10.5",".3","1807","1784","1716","69","22","270","1189",
"서비스 종사자(4)","대졸이상","남","60세 ~","2018 년","64.3","5.8","20.2","147.7","143.8","3.9","1.8","2777","2530","2392","138","247","2967","1369",
"서비스 종사자(4)","대졸이상","남","60세 ~","2019 년","63.2","4.6","19","143.2","139.3","3.9","1","1872","1834","1781","53","38","455","1502",
"서비스 종사자(4)","대졸이상","여","계","2012 년","33.3","4.5","20.5","164.5","160.2","4.3","-","2273","1963","1913","50","310","3719","39669",
"서비스 종사자(4)","대졸이상","여","계","2013 년","37.4","7","20.4","164.8","158.3","6.5","-","2452","2032","1959","73","420","5045","28129",
"서비스 종사자(4)","대졸이상","여","계","2014 년","37","3.7","20.9","162.5","148.6","13.9","-","2074","1785","1671","114","289","3466","33198",
"서비스 종사자(4)","대졸이상","여","계","2015 년","37.1","3.9","22.1","174.3","167.2","7.1","4.5","2271","2011","1911","100","261","3127","30102",
"서비스 종사자(4)","대졸이상","여","계","2016 년","38.4","4.4","21.5","167.9","159.1","8.8","3.2","2213","1994","1880","113","219","2627","31545",
"서비스 종사자(4)","대졸이상","여","계","2017 년","37","3.9","20.7","162","156.1","5.9","1.5","2395","2187","2062","125","208","2497","46501",
"서비스 종사자(4)","대졸이상","여","계","2018 년","39","4.4","20.3","159.4","152.8","6.5","2.5","2552","2296","2159","137","256","3071","37161",
"서비스 종사자(4)","대졸이상","여","계","2019 년","38.9","3.6","19.6","151.5","145.4","6","1.8","2506","2333","2224","109","173","2074","39355",
"서비스 종사자(4)","대졸이상","여","~ 19세","2012 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","여","~ 19세","2013 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","여","~ 19세","2014 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","여","~ 19세","2015 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","여","~ 19세","2016 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","여","~ 19세","2017 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","여","~ 19세","2018 년","19",".4","20","160","160","-","-","1958","1958","1958","-","-","-","3",
"서비스 종사자(4)","대졸이상","여","~ 19세","2019 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서비스 종사자(4)","대졸이상","여","20 ~ 24","2012 년","23.4","1.2","20.5","168.4","163.2","5.2","-","1707","1652","1608","44","55","662","5123",
"서비스 종사자(4)","대졸이상","여","20 ~ 24","2013 년","23.3",".9","21.4","175.2","164","11.2","-","1576","1518","1426","92","58","702","2777",
"서비스 종사자(4)","대졸이상","여","20 ~ 24","2014 년","23.3","1.1","20.9","171.6","157.7","14","-","1625","1533","1427","106","91","1096","4161",
"서비스 종사자(4)","대졸이상","여","20 ~ 24","2015 년","23.1","1.2","22.1","181.1","175.6","5.4","3.9","1852","1807","1715","92","45","538","3231",
"서비스 종사자(4)","대졸이상","여","20 ~ 24","2016 년","23.2","1","21.1","172.1","162.8","9.3","2.7","1656","1629","1523","106","26","312","4165",
"서비스 종사자(4)","대졸이상","여","20 ~ 24","2017 년","23.3",".9","21.3","173.8","165.8","8","1.2","1983","1956","1842","114","27","325","5306",
"서비스 종사자(4)","대졸이상","여","20 ~ 24","2018 년","23.2",".9","20.2","162.2","152.8","9.4","3.9","1994","1951","1799","152","44","523","3581",
"서비스 종사자(4)","대졸이상","여","20 ~ 24","2019 년","23.2","1.2","19.7","152.9","147.8","5.1","1.2","2178","2125","2040","85","53","640","3929",
"서비스 종사자(4)","대졸이상","여","25 ~ 29","2012 년","26.8","2.6","20.5","167.6","162.3","5.3","-","2015","1892","1841","50","124","1482","13275",
"서비스 종사자(4)","대졸이상","여","25 ~ 29","2013 년","26.6","1.7","20.8","172.9","164.3","8.6","-","2017","1882","1787","96","134","1609","6967",
"서비스 종사자(4)","대졸이상","여","25 ~ 29","2014 년","26.9","2.4","21.5","181.9","160.5","21.3","-","2238","1935","1796","139","303","3631","8498",
"서비스 종사자(4)","대졸이상","여","25 ~ 29","2015 년","26.9","2.4","21.9","177.1","167.7","9.3","5.8","2291","2013","1894","119","278","3333","7862",
"서비스 종사자(4)","대졸이상","여","25 ~ 29","2016 년","26.7","2","21.6","173.8","164.6","9.2","3.4","2054","1971","1855","116","83","997","6729",
"서비스 종사자(4)","대졸이상","여","25 ~ 29","2017 년","26.8","2","20.9","169.4","162.1","7.3","2.1","2320","2172","2053","119","147","1769","12307",
"서비스 종사자(4)","대졸이상","여","25 ~ 29","2018 년","27","2.3","20.4","165.3","157.4","7.9","3.4","2480","2324","2172","151","156","1877","8112",
"서비스 종사자(4)","대졸이상","여","25 ~ 29","2019 년","26.9","2.1","19.3","153.9","146.4","7.6","1.7","2698","2474","2356","118","224","2692","9323",
"서비스 종사자(4)","대졸이상","여","30 ~ 34","2012 년","32.2","7.3","19.8","159.6","157.5","2.1","-","2843","2241","2207","34","602","7221","9057",
"서비스 종사자(4)","대졸이상","여","30 ~ 34","2013 년","31.8","4.4","20.6","168.9","161.8","7.1","-","2609","2239","2093","146","370","4446","2405",
"서비스 종사자(4)","대졸이상","여","30 ~ 34","2014 년","31.9","4.9","21.2","173","155.8","17.2","-","2759","2195","2026","169","564","6768","4834",
"서비스 종사자(4)","대졸이상","여","30 ~ 34","2015 년","31.9","4.9","21.9","176.7","166.1","10.6","7.1","2819","2351","2227","124","468","5621","4476",
"서비스 종사자(4)","대졸이상","여","30 ~ 34","2016 년","31.9","4.2","22","173.8","168.1","5.7","2.2","2367","2198","2100","98","169","2027","3485",
"서비스 종사자(4)","대졸이상","여","30 ~ 34","2017 년","31.9","4.6","21.3","174.2","167.6","6.6","2.1","3079","2747","2585","162","332","3982","6934",
"서비스 종사자(4)","대졸이상","여","30 ~ 34","2018 년","31.8","4.9","20.6","168.3","160.5","7.8","3.1","3228","2817","2647","170","410","4925","5789",
"서비스 종사자(4)","대졸이상","여","30 ~ 34","2019 년","31.9","4.4","19.3","154.9","148.5","6.3","2.5","3168","2872","2760","113","296","3549","5775",
"서비스 종사자(4)","대졸이상","여","35 ~ 39","2012 년","36","8.5","19.7","157.2","154.7","2.6","-","3120","2311","2271","39","809","9711","4081",
"서비스 종사자(4)","대졸이상","여","35 ~ 39","2013 년","37.7","8.8","20.6","171.3","160.4","10.9","-","2859","2265","2201","64","594","7127","2934",
"서비스 종사자(4)","대졸이상","여","35 ~ 39","2014 년","36.8","8","21.2","181.8","164.9","16.9","-","2918","2288","2145","143","630","7562","2873",
"서비스 종사자(4)","대졸이상","여","35 ~ 39","2015 년","36.8","7","22.2","176.6","165","11.6","6.8","3154","2634","2510","124","521","6248","2666",
"서비스 종사자(4)","대졸이상","여","35 ~ 39","2016 년","36.9","7.3","21.5","167.5","156.4","11.2","4.7","3075","2492","2333","159","583","6994","3507",
"서비스 종사자(4)","대졸이상","여","35 ~ 39","2017 년","36.9","6.5","20.6","159.1","154.6","4.5","1.3","3163","2751","2575","175","412","4944","5466",
"서비스 종사자(4)","대졸이상","여","35 ~ 39","2018 년","37.1","7.3","19.6","158.6","153.8","4.8","1.9","3311","2800","2632","169","511","6128","3907",
"서비스 종사자(4)","대졸이상","여","35 ~ 39","2019 년","37","5.9","19.2","148.9","140.2","8.8","3.2","3145","2835","2658","177","310","3718","3414",
"서비스 종사자(4)","대졸이상","여","40 ~ 44","2012 년","41.9","5.9","21.9","179.7","175.5","4.3","-","2673","2243","2171","71","430","5161","1869",
"서비스 종사자(4)","대졸이상","여","40 ~ 44","2013 년","41.5","15.3","19.5","156.5","155.4","1.1","-","3500","2504","2481","23","996","11956","6153",
"서비스 종사자(4)","대졸이상","여","40 ~ 44","2014 년","41.8","5.3","19.9","145.1","136.2","9","-","2083","1776","1696","80","307","3686","3150",
"서비스 종사자(4)","대졸이상","여","40 ~ 44","2015 년","41.7","6.5","23","179.6","171.6","8","5","2595","2191","2111","80","404","4849","3065",
"서비스 종사자(4)","대졸이상","여","40 ~ 44","2016 년","42.1","9.4","22.4","173","159.3","13.7","5.7","3290","2654","2487","167","636","7629","2884",
"서비스 종사자(4)","대졸이상","여","40 ~ 44","2017 년","42.2","6.6","20","139.7","136.5","3.2","1.1","2593","2184","2052","132","409","4905","3957",
"서비스 종사자(4)","대졸이상","여","40 ~ 44","2018 년","41.9","8.2","20.5","155","151.1","3.9","1.4","3249","2664","2504","160","585","7018","3143",
"서비스 종사자(4)","대졸이상","여","40 ~ 44","2019 년","42","4.1","20.1","152.8","147.4","5.4","1.5","2573","2397","2255","141","177","2119","3810",
"서비스 종사자(4)","대졸이상","여","45 ~ 49","2012 년","47.1","5.3","22.8","173.9","168.2","5.7","-","2074","1918","1836","83","156","1866","2919",
"서비스 종사자(4)","대졸이상","여","45 ~ 49","2013 년","46.9","10.2","20.3","158.5","152.2","6.2","-","2534","2048","1967","81","485","5825","3028",
"서비스 종사자(4)","대졸이상","여","45 ~ 49","2014 년","46.7","4.6","20.4","157.2","147.8","9.4","-","1916","1728","1641","87","188","2253","2988",
"서비스 종사자(4)","대졸이상","여","45 ~ 49","2015 년","47","4.8","22.8","178","174.3","3.7","2.2","2178","2019","1955","63","159","1911","2962",
"서비스 종사자(4)","대졸이상","여","45 ~ 49","2016 년","46.8","7","21.5","160.5","151.6","9","3.1","2470","2110","1992","117","360","4318","3319",
"서비스 종사자(4)","대졸이상","여","45 ~ 49","2017 년","46.9","6","20.1","149.1","144.9","4.2","1","2185","1955","1846","109","230","2761","4096",
"서비스 종사자(4)","대졸이상","여","45 ~ 49","2018 년","47.2","5.9","19.8","150.3","145.3","5","1.3","2362","2080","1972","108","282","3379","3501",
"서비스 종사자(4)","대졸이상","여","45 ~ 49","2019 년","47.3","4","20.3","147.9","143.9","3.9","1.5","2098","1966","1884","82","132","1589","3586",
"서비스 종사자(4)","대졸이상","여","50 ~ 54","2012 년","51.5","4.8","20.6","160.2","152.2","8","-","1869","1701","1610","91","168","2015","1371",
"서비스 종사자(4)","대졸이상","여","50 ~ 54","2013 년","51.5","7.6","20.9","157.3","151.6","5.7","-","2006","1770","1698","72","237","2841","1823",
"서비스 종사자(4)","대졸이상","여","50 ~ 54","2014 년","51.8","3.9","20.6","138.5","131.3","7.2","-","1567","1442","1350","92","125","1503","3088",
"서비스 종사자(4)","대졸이상","여","50 ~ 54","2015 년","52.1","4","21.5","158.9","157.1","1.8","1.1","1614","1542","1444","98","72","861","2991",
"서비스 종사자(4)","대졸이상","여","50 ~ 54","2016 년","52.2","5.5","21.3","166.4","158.1","8.3","2.2","1864","1738","1637","101","126","1514","3447",
"서비스 종사자(4)","대졸이상","여","50 ~ 54","2017 년","52.1","4.7","21","157.3","152","5.4","1.2","1880","1749","1652","97","131","1573","3042",
"서비스 종사자(4)","대졸이상","여","50 ~ 54","2018 년","51.9","5.4","20.8","165.8","158.8","7.1","2.7","2281","2084","1974","110","198","2371","3043",
"서비스 종사자(4)","대졸이상","여","50 ~ 54","2019 년","52","4.3","20.1","157.3","151.7","5.5","1.4","2162","2055","1966","89","107","1282","3117",
"서비스 종사자(4)","대졸이상","여","55 ~ 59","2012 년","57","4.3","20.8","169.8","163","6.8","-","1629","1485","1404","81","144","1726","818",
"서비스 종사자(4)","대졸이상","여","55 ~ 59","2013 년","56.5","4.9","19.6","166.9","163","3.9","-","1606","1573","1523","50","32","389","907",
"서비스 종사자(4)","대졸이상","여","55 ~ 59","2014 년","56.6","2.2","19.3","124.4","120.8","3.6","-","1268","1204","1156","47","64","773","2165",
"서비스 종사자(4)","대졸이상","여","55 ~ 59","2015 년","56.7","3.2","21.6","159.3","158.4","1",".4","1476","1428","1365","63","48","580","1811",
"서비스 종사자(4)","대졸이상","여","55 ~ 59","2016 년","56.7","3.3","21.7","159.2","153.5","5.7","2.4","1666","1614","1541","73","51","618","2221",
"서비스 종사자(4)","대졸이상","여","55 ~ 59","2017 년","56.8","4","20.2","163.8","157.1","6.7","1","1853","1792","1690","102","61","733","3074",
"서비스 종사자(4)","대졸이상","여","55 ~ 59","2018 년","57.1","3.9","20","149.5","143.4","6.1","1.9","1824","1753","1663","90","71","853","3335",
"서비스 종사자(4)","대졸이상","여","55 ~ 59","2019 년","57","4.5","20","151","145.2","5.8","1.9","1952","1897","1800","96","56","671","3326",
"서비스 종사자(4)","대졸이상","여","60세 ~","2012 년","64.8","1.8","20.9","127.8","125.1","2.7","-","1081","1069","1022","46","13","153","1157",
"서비스 종사자(4)","대졸이상","여","60세 ~","2013 년","63.6","2.8","19.9","136","133.7","2.2","-","1380","1350","1326","24","30","359","1134",
"서비스 종사자(4)","대졸이상","여","60세 ~","2014 년","63","2.4","22.4","105.1","102.9","2.2","-","1036","1003","980","23","32","388","1441",
"서비스 종사자(4)","대졸이상","여","60세 ~","2015 년","62.6","2.4","21.9","160.4","158.6","1.8","1.7","1390","1372","1323","49","19","225","1039",
"서비스 종사자(4)","대졸이상","여","60세 ~","2016 년","63.1","3.2","20.2","143.9","140.3","3.7","1.9","1252","1236","1196","40","16","189","1788",
"서비스 종사자(4)","대졸이상","여","60세 ~","2017 년","64.5","3.2","19.3","131.6","129","2.6",".6","1303","1296","1260","36","8","91","2320",
"서비스 종사자(4)","대졸이상","여","60세 ~","2018 년","63.3","3.2","20.6","142","138.3","3.7","1.4","1620","1601","1542","59","19","229","2748",
"서비스 종사자(4)","대졸이상","여","60세 ~","2019 년","63.6","3.9","19.5","135.5","132.7","2.8",".4","1730","1708","1648","59","22","262","3077",
"판매 종사자(5)","전학력","계","계","2012 년","37.1","5.1","21.3","177.4","169","8.4","-","2698","2357","2267","90","340","4085","560490",
"판매 종사자(5)","전학력","계","계","2013 년","38","5.4","20.7","171.7","162.2","9.5","-","2817","2454","2338","116","363","4353","529769",
"판매 종사자(5)","전학력","계","계","2014 년","38.6","4.9","20.9","173.3","163.8","9.5","-","2837","2462","2334","128","375","4502","554484",
"판매 종사자(5)","전학력","계","계","2015 년","38.7","5","22.5","182.6","178","4.6","2.5","2857","2545","2431","114","312","3747","598207",
"판매 종사자(5)","전학력","계","계","2016 년","39.2","5.4","21.7","178.4","170.7","7.7","2.3","2971","2633","2522","111","338","4057","639769",
"판매 종사자(5)","전학력","계","계","2017 년","39.1","5.2","21.6","176.6","169","7.6","2","2998","2691","2573","118","307","3685","630791",
